"(Source)","Version","Object.$type","Object.Name.DefaultText","Object.Name.LocalTexts","Object.Desc.DefaultText","Object.Desc.LocalTexts.fr-ca","Object.Desc.LocalTexts.de","Object.Desc.LocalTexts.es","Object.Desc.LocalTexts.pt","Object.Desc.LocalTexts.ko","Object.Released","Object.Comment","Object.Sprite","Object.Icon","Object.SortCategory","Object.Price","Object.Rarity","Object.MaxStack","Object.CannotDrop","Object.BagEffect","Object.ItemStates","Object.UseAction.$type","Object.UseAction.HitTiles","Object.UseAction.BurstTiles","Object.UseAction.Emitter.$type","Object.UseAction.Emitter.LocHeight","Object.UseAction.WideAngle","Object.UseAction.CharAnimData.$type","Object.UseAction.CharAnimData.ActionType","Object.UseAction.TargetAlignments","Object.UseAction.TileEmitter.$type","Object.UseAction.TileEmitter.LocHeight","Object.UseAction.PreActions","Object.UseAction.ActionFX.Delay","Object.UseAction.ActionFX.Sound","Object.UseAction.ActionFX.Emitter.$type","Object.UseAction.ActionFX.Emitter.LocHeight","Object.UseAction.ActionFX.ScreenMovement.MinShake","Object.UseAction.ActionFX.ScreenMovement.MaxShake","Object.UseAction.ActionFX.ScreenMovement.MaxShakeTime","Object.UseAction.LagBehindTime","Object.Explosion.TargetAlignments","Object.Explosion.HitTiles","Object.Explosion.Range","Object.Explosion.Speed","Object.Explosion.TileEmitter.$type","Object.Explosion.TileEmitter.LocHeight","Object.Explosion.Emitter.$type","Object.Explosion.Emitter.LocHeight","Object.Explosion.IntroFX","Object.Explosion.ExplodeFX.Delay","Object.Explosion.ExplodeFX.Sound","Object.Explosion.ExplodeFX.Emitter.$type","Object.Explosion.ExplodeFX.Emitter.LocHeight","Object.Explosion.ExplodeFX.ScreenMovement.MinShake","Object.Explosion.ExplodeFX.ScreenMovement.MaxShake","Object.Explosion.ExplodeFX.ScreenMovement.MaxShakeTime","Object.UseEvent.Element","Object.UseEvent.Category","Object.UseEvent.HitRate","Object.UseEvent.SkillStates","Object.UseEvent.BeforeTryActions","Object.UseEvent.BeforeActions","Object.UseEvent.OnActions","Object.UseEvent.BeforeExplosions","Object.UseEvent.BeforeHits","Object.UseEvent.OnHits","Object.UseEvent.OnHitTiles","Object.UseEvent.AfterActions","Object.UseEvent.ElementEffects","Object.UseEvent.IntroFX","Object.UseEvent.HitFX.Delay","Object.UseEvent.HitFX.Sound","Object.UseEvent.HitFX.Emitter.$type","Object.UseEvent.HitFX.Emitter.LocHeight","Object.UseEvent.HitFX.ScreenMovement.MinShake","Object.UseEvent.HitFX.ScreenMovement.MaxShake","Object.UseEvent.HitFX.ScreenMovement.MaxShakeTime","Object.UseEvent.HitCharAction.$type","Object.UseEvent.HitCharAction.Process","Object.UsageType","Object.ArcThrow","Object.ThrowAnim.AnimIndex","Object.ThrowAnim.FrameTime","Object.ThrowAnim.StartFrame","Object.ThrowAnim.EndFrame","Object.ThrowAnim.AnimDir","Object.ThrowAnim.Alpha","Object.ThrowAnim.AnimFlip","Object.ProximityEvent.Radius","Object.ProximityEvent.TargetAlignments","Object.ProximityEvent.BeforeExplosions","Object.ProximityEvent.OnEquips","Object.ProximityEvent.OnPickups","Object.ProximityEvent.BeforeStatusAdds","Object.ProximityEvent.OnStatusAdds","Object.ProximityEvent.OnStatusRemoves","Object.ProximityEvent.OnMapStatusAdds","Object.ProximityEvent.OnMapStatusRemoves","Object.ProximityEvent.OnMapStarts","Object.ProximityEvent.OnTurnStarts","Object.ProximityEvent.OnTurnEnds","Object.ProximityEvent.OnMapTurnEnds","Object.ProximityEvent.OnWalks","Object.ProximityEvent.OnDeaths","Object.ProximityEvent.OnRefresh","Object.ProximityEvent.BeforeTryActions","Object.ProximityEvent.BeforeActions","Object.ProximityEvent.OnActions","Object.ProximityEvent.BeforeHittings","Object.ProximityEvent.BeforeBeingHits","Object.ProximityEvent.AfterHittings","Object.ProximityEvent.AfterBeingHits","Object.ProximityEvent.OnHitTiles","Object.ProximityEvent.AfterActions","Object.ProximityEvent.UserElementEffects","Object.ProximityEvent.TargetElementEffects","Object.ProximityEvent.ModifyHPs","Object.ProximityEvent.RestoreHPs","Object.OnEquips","Object.OnPickups","Object.BeforeStatusAdds","Object.OnStatusAdds","Object.OnStatusRemoves","Object.OnMapStatusAdds","Object.OnMapStatusRemoves","Object.OnMapStarts","Object.OnTurnStarts","Object.OnTurnEnds","Object.OnMapTurnEnds","Object.OnWalks","Object.OnDeaths","Object.OnRefresh","Object.BeforeTryActions","Object.BeforeActions","Object.OnActions","Object.BeforeHittings","Object.BeforeBeingHits","Object.AfterHittings","Object.AfterBeingHits","Object.OnHitTiles","Object.AfterActions","Object.UserElementEffects","Object.TargetElementEffects","Object.ModifyHPs","Object.RestoreHPs"
"box_deluxe","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Deluxe Box","","A box that is extravagant and opulent. It looks like something is inside.","","Diese Box ist extravagant und üppig. Sieht so aus, als wäre etwas drinnen.","","","","true","","Chest_Gold","17","14","1000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","7","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"box_glittery","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Glittery Box","","A box that glitters with dazzling light. Whatever's inside is sure to sell for a high price!","","Das Glitzern dieser Box ist blendend. Was auch immer da drinnen ist wird sich sicher gut verkaufen lassen.","","","","true","","Chest_Gold","17","14","1000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","7","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"box_heavy","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Heavy Box","","A box that is unbelievably heavy. Specific Pokémon adore the items inside.","","Eine Box, die unglaublich schwer ist. Bestimmte Pokémon lieben den Inhalt.","","","","true","","Chest_Blue","17","14","1000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","7","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"box_light","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Light Box","","A box that is somewhat light. Specific Pokémon adore the items inside.","","Eine Box, die recht leicht ist. Bestimmte Pokémon lieben den Inhalt.","","","","true","","Chest_Gold","17","14","1000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","7","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"box_nifty","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Nifty Box","","A box that is completely impressive. There is something mysterious inside.","","Eine Box, die total beeindruckend ist. Der Inhalt hilft Pokémon generell dabei ihre Fähigkeiten zu verbessern.","","","","true","","Chest_Blue","17","14","1000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","7","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"empty","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Empty","","","","","","","","true","","","2","1","0","0","0","false","false","[{""$type"":""PMDC.Dungeon.EdibleState, PMDC""},{""$type"":""PMDC.Dungeon.FoodState, PMDC""}]","RogueEssence.Dungeon.SelfAction, RogueEssence","","","","","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","1","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","1","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","15","DUN_Seed","RogueEssence.Content.SingleEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","4","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_chipped_pot","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Chipped Pot","","A peculiar teapot that can make a certain species of Pokémon evolve. It may be chipped, but tea poured from it is delicious.","","","","","","true","","Box_LightBlue","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_cracked_pot","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Cracked Pot","","A peculiar teapot that can make a certain species of Pokémon evolve. It may be cracked, but tea poured from it is delicious.","","","","","","true","","Box_LightBlue","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_dawn_stone","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Dawn Stone","","An odd stone that glints like an eye. It allows certain kinds of Pokémon to evolve.","","Dieser besondere, glitzernde Stein hilft manchen Pokémon bei ihrer Evolution.","Una piedra peculiar que hace evolucionar a algunos Pokémon. Brilla como un lucero.","","어느 특정 포켓몬을 진화시키는 이상한 돌. 눈동자처럼 빛난다.","true","","Stone_White","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_deep_sea_scale","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Deep Sea Scale","","A pretty scale that shines faintly. It allows a certain kind of Pokémon to evolve.","","Eine schöne Schuppe, welche leicht scheint. Es erlaubt einer bestimmten Art von Pokémon die Entwicklung.","","","약간 반짝이는 예쁜 비늘. 어떤 포켓몬을 진화시킨다.","true","","Scale_Pink","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_deep_sea_tooth","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Deep Sea Tooth","","A supersharp fang with a subtle gleam. It allows a certain kind of Pokémon to evolve.","","Ein superscharfer Zahn mit einem subtilen Glanz. Es erlaubt einer bestimmten Art von Pokémon die Entwicklung.","","","약간 빛나는 날카로운 이빨.  어떤 포켓몬을 진화시킨다.","true","","Fang_LightBlue","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_dubious_disc","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Dubious Disc","","An enigmatic disc that overflows with dubious data. It allows a certain kind of Pokémon to evolve.","","Diese rätselhafte Disc ist mit dubiosen Daten überfüllt. Es erlaubt bestimmten Pokémon sich zu entwickeln.","","","안에 괴상한 정보가 가득한 투명한 기계다. 어떤 포켓몬을 진화시킨다.","true","","Box_Purple","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_dusk_stone","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Dusk Stone","","An odd stone with a mesmerizing darkness. It allows certain kinds of Pokémon to evolve.","","Dieser besondere, düstere Stein hilft manchen Pokémon bei ihrer Evolution.","Una piedra peculiar que hace evolucionar a algunos Pokémon. Es oscura como la noche.","","어느 특정 포켓몬을 진화시키는 이상한 돌. 빠져들게 되는 어두운 색이다.","true","","Stone_Purple","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"evo_electirizer","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Electirizer","","A box full of a massive amount of electric energy. It allows a certain kind of Pokémon to evolve.","","Eine Schachtel mit elektrischer Energie. Das Lieblingsstück eines bestimmten Pokémon.","Provoca un ataque de ira en el objetivo que solo le permite usar movimientos de ataque durante tres turnos.","","엄청난 전기의 에너지가 비축되어 있는 상자. 어떤 포켓몬을 진화시킨다.","true","","Machine_Yellow","-1","10","1000","0","0","false","false","[{""$type"":""PMDC.Dungeon.EvoState, PMDC""},{""$type"":""PMDC.Dungeon.HeldState, PMDC""}]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
